,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average
5939,0.145455,7000000,0,Spiders,89,Science Fiction,2013-02-08,17,3.6
5940,0.14511400000000002,1000000,0,Zombie Massacre,90,Action,2013-06-06,14,2.9
5941,0.144548,0,0,Au bout du conte,112,Comedy,2013-03-05,13,5.7
5942,0.144297,0,0,Madonna: MDNA World Tour,120,Music,2013-06-22,10,7.0
5943,0.044625,800000,0,The Stranger Within,90,Thriller,2013-05-01,14,4.4
5944,0.223581,5112027,0,Quai d'Orsay,113,Comedy,2013-11-06,55,5.5
5945,0.060833000000000005,800000,0,The Wicked,105,Fantasy,2013-03-20,21,4.2
5946,0.14165,0,0,Cavemen,88,Comedy,2013-10-26,17,4.8
5947,0.075294,0,0,Comedy Central Roast of James Franco,70,Comedy,2013-09-02,20,6.5
5948,0.14069,0,0,Shadow People,89,Thriller,2013-03-17,19,5.2
5949,0.139629,18,0,Prisoners of the Sun,85,Mystery,2013-12-16,11,3.5
5950,0.13913699999999898,0,0,Hellbenders,87,Horror,2013-10-18,11,5.7
5951,0.13883299999999898,0,0,Dragonfyre,97,Action,2013-09-25,17,3.9
5952,0.138566,0,0,The Bell Witch Haunting,91,Horror,2013-11-05,14,2.9
5953,0.13836500000000002,0,0,Chariot,94,Thriller,2013-07-15,12,5.5
5954,0.071589,0,0,SAGA - Curse of the Shadow,100,Action,2013-06-17,20,4.8
5955,0.135765,0,0,Get a Horse!,6,Animation,2013-11-27,52,7.8
5956,0.135633,15,0,Peeples,95,Comedy,2013-05-09,18,6.1
5957,0.407065,0,602042,We Steal Secrets: The Story of WikiLeaks,127,Documentary,2013-05-24,37,6.0
5958,0.134512,0,0,Lego Batman: The Movie - DC Super Heroes Unite,71,Animation,2013-05-20,52,6.2
5959,0.134363,0,0,Muscle Shoals,111,Documentary,2013-09-27,18,6.9
5960,0.134357,0,0,The Contractor,87,Crime,2013-09-02,10,2.4
5961,0.134168,0,0,The Frankenstein Theory,87,Horror,2013-03-01,16,4.6
5962,0.133374,0,0,Ego,105,Drama,2013-01-24,10,5.6
5963,0.08732000000000001,0,0,As Cool as I Am,92,Comedy,2013-06-21,25,5.0
5964,0.13300599999999999,0,0,Sunshine on Leith,100,Music,2013-10-03,30,6.6
5965,0.131561999999999,0,0,Lucky Them,96,Drama,2013-09-06,11,5.0
5966,0.131175,0,0,Mischief Night,87,Horror,2013-10-30,18,4.0
5967,0.12981900000000002,4500000,0,Hansel and Gretel Get Baked,86,Horror,2013-02-19,48,4.9
5968,0.123869,8000000,0,The Makeover,85,Comedy,2013-01-26,16,5.4
5969,0.12343499999999999,0,0,iSteve,79,Comedy,2013-04-14,15,4.9
5970,0.139882,0,0,David Bowie: Five Years,90,Music,2013-05-25,12,7.1
5971,0.11831400000000002,0,0,Birth of the Living Dead,76,Documentary,2013-10-18,13,6.1
5972,0.165605,0,0,Top Gear: The Perfect Road Trip,84,TV Movie,2013-11-17,35,7.6
5973,0.1162,11000000,0,Drift,113,Drama,2013-07-23,45,5.6
5974,0.115346,0,0,The Haunting of Helena,87,Horror,2013-01-14,17,4.5
5975,0.245457,2500000,0,At Middleton,101,Romance,2013-05-17,29,6.0
5976,0.113051,0,0,House of Versace,85,TV Movie,2013-10-04,11,6.0
5977,0.039994999999999996,0,0,ìºì¹˜ë¯¸,115,Comedy,2013-12-18,13,6.6
5978,0.11149300000000001,0,0,Nailbiter,82,Horror,2013-05-28,11,3.4
5979,0.11078299999999999,7720000,0,Legenda No. 17,134,Drama,2013-04-17,18,6.8
5980,0.11031500000000001,0,0,The Punk Singer,80,Documentary,2013-11-29,20,7.3
5981,0.109747,0,0,Molly Maxwell,91,Drama,2013-01-06,12,5.8
5982,0.10918499999999999,0,0,Home Sweet Home,80,Horror,2013-05-13,10,4.8
5983,0.10648900000000001,0,0,C.O.G.,92,Comedy,2013-09-20,29,5.2
5984,0.043907,0,0,Aningaaq,7,Drama,2013-10-19,15,6.8
5985,0.105401,0,0,Justin Bieber's Believe,92,Documentary,2013-12-19,52,7.5
5986,0.05438,4000000,0,"Guten Tag, RamÃ³n",119,Drama,2013-10-18,11,8.4
5987,0.09954400000000001,0,0,Snow Bride,85,Family,2013-11-09,14,6.8
5988,0.154121,0,0,I'll Follow You Down,93,Science Fiction,2013-07-28,31,5.8
5989,0.098585,0,0,Scooby-Doo! Stage Fright,75,Family,2013-08-20,21,7.9
5990,0.097506,3600000,0,Paranormal Whacktivity,89,Comedy,2013-07-24,11,3.8
5991,0.09690900000000001,0,0,Salinger,120,Documentary,2013-09-06,16,5.9
5992,0.096455,0,0,Amiche da morire,0,Romance,2013-03-07,30,5.5
5993,0.039952999999999995,0,0,Lights Out,3,Horror,2013-12-01,28,7.1
5994,0.213552,0,0,Girl Rising,101,Documentary,2013-03-07,14,7.1
5995,0.092901,0,0,Tim's Vermeer,80,Documentary,2013-12-06,41,7.1
5996,0.39024699999999996,0,0,Mystery Road,121,Thriller,2013-06-05,22,6.1
5997,0.091023,0,0,Deep Dark Canyon,90,Action,2013-04-23,12,5.2
5998,0.09045800000000001,0,342000,Gori Tere Pyaar Mein,150,Comedy,2013-11-22,15,6.6
5999,0.08672300000000001,1000000,0,Antarctica: A Year on Ice,92,Drama,2013-09-05,16,7.1
6000,0.085503,1000000,0,The Appearing,92,Horror,2013-01-10,12,3.3
6001,0.08482,0,0,The Jeffrey Dahmer Files,76,Documentary,2013-02-15,12,5.9
6002,0.083891,0,0,Coffee Town,87,Comedy,2013-07-09,28,6.6
6003,0.068614,0,0,Viaggio Sola,85,Drama,2013-04-24,17,5.4
6004,0.060425,0,0,Les grandes ondes (Ã  l'ouest),85,Comedy,2013-08-11,10,5.8
6005,0.0626299999999999,0,0,Bo Burnham: what.,60,Comedy,2013-12-18,28,7.7
6006,0.07905,0,0,Cutie and the Boxer,81,Documentary,2013-08-16,20,7.3
6007,0.14535599999999999,232000,0,Neverlake,86,Horror,2013-12-13,10,4.0
6008,0.14191800000000002,0,0,Crystal Lake Memories: The Complete History of Friday the 13th,400,Documentary,2013-09-13,10,6.9
6009,0.076717,0,0,Interior. Leather Bar.,60,Drama,2013-01-18,15,5.3
6010,0.0758669999999999,1200000,2861020,Home Run,114,Drama,2013-04-19,19,6.5
6011,0.075197,0,97,Jimi: All Is by My Side,118,Drama,2013-09-08,40,5.3
6012,0.074251,0,0,Not Another Happy Ending,102,Romance,2013-10-11,20,6.0
6013,0.07266900000000001,0,0,Djinn,85,Horror,2013-10-31,13,4.2
6014,0.350292,0,0,Bridegroom,79,Documentary,2013-04-23,27,7.1
6015,0.070124,0,0,La gran familia espaÃ±ola,101,Comedy,2013-09-13,27,6.1
6016,0.19428499999999999,0,0,History of the Eagles,186,Documentary,2013-01-19,10,7.5
6017,0.069606,0,0,Willow Creek,80,Adventure,2013-05-02,57,5.2
6018,0.065723,0,0,The Unbelievers,77,Documentary,2013-12-13,29,6.5
6019,0.096356,0,0,R'ha,6,Science Fiction,2013-01-10,12,6.3
6020,0.11136700000000001,0,0,Death Comes to Pemberley,180,Romance,2013-12-02,11,6.7
6021,0.064635,0,0,See Girl Run,90,Romance,2013-04-26,11,3.9
6022,0.064476,0,0,Les rencontres d'aprÃ¨s minuit,92,Romance,2013-05-13,12,5.8
6023,0.064187,0,0,My Amityville Horror,88,Documentary,2013-03-14,18,6.2
6024,0.080336,0,0,Narco Cultura,103,Documentary,2013-11-22,19,7.3
6025,0.31727,0,0,Grace Unplugged,102,Drama,2013-10-04,22,6.1
6026,0.1635,0,0,uwantme2killhim?,93,Drama,2013-06-24,10,6.1
6027,0.052986,0,0,L'arbitro,96,Comedy,2013-09-12,19,5.4
6028,0.050881,0,0,Paradise,86,Comedy,2013-10-18,16,4.7
6029,0.028875,0,0,Toy Story of Terror!,22,Animation,2013-10-15,167,7.3
6030,0.097682,0,0,Is the Man Who Is Tall Happy?,88,Documentary,2013-11-22,26,7.1
6031,0.049367,0,0,Porno,90,Drama,2013-07-27,10,5.8
6032,0.049206,3000000,0,Ass Backwards,90,Adventure,2013-01-21,19,4.9
6033,0.048587,0,0,Russell Brand: Messiah Complex,99,Comedy,2013-11-25,12,6.8
6034,0.042197000000000005,0,0,Five Dances,83,Drama,2013-06-19,15,6.4
6035,0.042047,0,0,Unhung Hero,84,Documentary,2013-03-08,15,5.3
6036,0.041807,0,0,Pussy Riot: A Punk Prayer,90,Music,2013-06-10,17,6.9
6037,0.041774,0,0,Computer Chess,91,Comedy,2013-07-17,18,6.1
6038,0.073295,0,0,×›×™×“×•×Ÿ,97,Comedy,2013-05-14,21,4.6
6039,0.041543000000000004,0,0,Mr. Jones,90,Horror,2013-05-02,10,5.0
6040,0.011798000000000001,0,0,The Vatican Exorcisms,0,Horror,2013-05-29,10,4.7
6041,0.040858,58000000,44000000,The Internship,119,Comedy,2013-06-07,1174,6.1
6042,0.040535,0,0,Life of a King,101,Drama,2013-06-22,19,6.2
6044,0.035299000000000004,0,0,Run,106,Action,2013-10-10,17,5.5
6045,0.036702,0,0,The Story of Luke,95,Drama,2013-04-05,10,4.9
6046,0.16220199999999999,0,0,Gus,87,Comedy,2013-12-06,12,4.4
6047,0.029726999999999996,750,0,95ers: Time Runners,96,Thriller,2013-02-14,15,4.2
6048,0.003066,0,0,Zero Charisma,86,Comedy,2013-10-11,10,5.8
6049,0.02402,0,0,Boss,143,Action,2013-10-16,17,5.9
6050,0.023757,0,0,Jimi Hendrix: Hear My Train A Comin',120,Documentary,2013-11-05,11,6.5
6051,0.112041,0,0,Aziz Ansari: Buried Alive,79,Comedy,2013-11-01,40,7.5
6052,0.02115,0,0,KÃ¤nn ingen sorg,119,Drama,2013-07-19,11,6.2
6053,0.14696199999999898,0,0,The Dirties,83,Drama,2013-10-04,15,6.2
6054,0.01993,0,0,Sacro GRA,93,Documentary,2013-09-19,10,4.6
6055,0.019755,0,0,Somm,93,Documentary,2013-06-21,20,7.0
6056,0.08041,0,37884,Yip Man: The Final Fight,100,Action,2013-03-22,110,6.0
6057,0.016326,1400000,0,100% Cachemire,98,Comedy,2013-12-11,33,5.0
6058,0.015951,650,0,Escape from Tomorrow,90,Horror,2013-10-11,50,4.1
6059,0.015722,0,729043,The Stone Roses: Made of Stone,96,Documentary,2013-05-28,10,6.0
6060,0.007821,0,0,TINY: A Story About Living Small,62,Documentary,2013-03-09,10,6.7
6061,0.015247,4500000,0,The Starving Games,83,Comedy,2013-11-07,151,4.1
6062,0.01351,0,0,I Know That Voice,90,Documentary,2013-11-06,31,6.9
6063,0.011298,0,0,How to Be a Man,90,Comedy,2013-08-10,15,6.6
6064,0.017565,0,0,ABE,8,Science Fiction,2013-04-16,17,6.1
6065,0.010334999999999999,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,131,War,2013-10-09,64,5.5
6066,0.010213,0,0,A Viking Saga: The Darkest Day,82,Adventure,2013-06-10,16,3.6
6067,0.00854,0,0,Beyonce: Life Is But A Dream,88,Documentary,2013-03-05,12,7.8
6068,0.035367,0,0,A Very Merry Mix-Up,90,TV Movie,2013-11-10,15,5.7
6069,0.008078,0,0,Dark Circles,87,Horror,2013-01-01,15,4.4
6070,0.005853,0,0,Master of the Universe,88,Documentary,2013-11-07,11,6.6
6071,0.004323,500,0,Portal: Survive!,7,Action,2013-10-08,11,7.5
6072,0.040099,0,0,Minha MÃ£e Ã© uma PeÃ§a,85,Comedy,2013-06-21,49,7.4
6073,0.003611,348164,0,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,88,Documentary,2013-01-19,13,5.8
6074,0.002838,0,0,Russell Peters: Notorious,71,Comedy,2013-10-15,12,7.2
6075,0.002719,0,0,Embrace of the Vampire,91,Horror,2013-10-15,19,4.9
6076,0.006115,0,137460,Mistaken for Strangers,75,Documentary,2013-09-19,14,7.4
6077,0.002648,0,0,Atlantic Rim,85,Action,2013-07-09,21,2.2
6078,0.002647,0,0,Trophy Kids,107,Documentary,2013-12-04,10,7.8
6079,0.002165,0,0,The Sound of Music Live!,180,Drama,2013-12-05,11,5.6
6080,0.00062,0,0,G.B.F.,92,Comedy,2013-10-20,82,6.1
6081,6.095293,19000000,381109762,Back to the Future,116,Adventure,1985-07-03,3785,7.8
6082,2.834739,1000000,51525171,The Breakfast Club,97,Comedy,1985-02-15,1139,7.6
6083,1.7536880000000001,20000000,18432000,Ladyhawke,121,Adventure,1985-04-03,124,6.6
6084,1.7460630000000001,12305523,36230219,Mad Max Beyond Thunderdome,107,Action,1985-06-29,428,5.8
6085,1.6239780000000001,30000000,152427960,A View to a Kill,131,Adventure,1985-05-24,272,5.8
6086,1.613752,25000000,15502112,Legend,114,Action,1985-07-19,120,6.3
6087,1.596994,19000000,61389680,The Goonies,114,Adventure,1985-06-06,870,7.2
6088,1.299275,3000000,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,87,Horror,1985-11-01,168,5.7
6089,1.1774280000000001,44000000,300400432,Rambo: First Blood Part II,96,Action,1985-05-21,476,6.2
6090,1.168819,31000000,128499205,Out of Africa,161,Drama,1985-12-10,128,6.7
6091,1.1499540000000001,31000000,300473716,Rocky IV,91,Drama,1985-11-21,517,6.6
6092,1.105634,15000000,0,Brazil,132,Comedy,1985-02-20,434,7.4
6093,1.034373,25000000,21288692,The Black Cauldron,80,Animation,1985-07-24,114,6.2
6094,1.012186,15000000,146292009,The Color Purple,154,Drama,1985-12-18,168,7.5
6095,0.8984110000000001,10000000,57500000,Commando,90,Action,1985-10-03,391,6.3
6096,0.887605,12500000,238227,King Solomon's Mines,100,Action,1985-03-20,50,4.9
6097,0.8766360000000001,4000000,14237000,The Return of the Living Dead,91,Comedy,1985-05-15,104,7.1
6098,0.873551,12000000,68706993,Witness,113,Crime,1985-02-08,176,6.7
6099,0.7901229999999989,0,24467000,The Emerald Forest,114,Adventure,1985-06-26,18,7.4
6100,0.76343,0,85313124,Cocoon,117,Comedy,1985-06-21,134,6.5
6101,0.719208,0,7840873,D.A.R.Y.L.,100,Family,1985-06-14,45,6.1
6102,0.717479,9000000,24922237,Fright Night,106,Horror,1985-08-02,98,6.8
6103,0.715873,0,49364621,National Lampoonâ€™s European Vacation,95,Adventure,1985-07-25,108,5.9
6104,0.709989,0,55600000,Police Academy 2: Their First Assignment,87,Action,1985-03-28,160,5.4
6105,0.7047800000000001,17900000,6948633,Red Sonja,89,Adventure,1985-04-09,100,5.2
6106,0.689416,3500000,34000000,Day of the Dead,102,Horror,1985-07-19,91,6.7
6107,0.688022,15000000,14643997,Clue: The Movie,94,Comedy,1985-12-13,202,7.1
6108,0.662175,2200000,21930418,Friday the 13th: A New Beginning,92,Horror,1985-03-22,82,5.2
6109,0.657238,50000000,23717291,Santa Claus: The Movie,108,Adventure,1985-10-29,26,5.9
6110,0.640586,0,20345361,Code of Silence,101,Action,1985-05-03,11,6.1
6111,0.6365460000000001,1000000,0,The Quiet Earth,91,Drama,1985-09-08,58,6.4
6112,0.632419,1000000,0,American Ninja,95,Action,1985-08-30,36,5.8
6113,0.627053,0,0,Fletch,98,Comedy,1985-05-31,97,6.7
6114,0.623668999999999,0,38934048,Weird Science,94,Comedy,1985-02-08,181,6.3
6115,0.6198170000000001,0,41410568,Pale Rider,115,Romance,1985-06-28,120,6.8
6116,0.617698,15000000,10631333,The Purple Rose of Cairo,82,Fantasy,1985-03-01,99,7.0
6117,0.617559,0,42400000,Mask,120,Drama,1985-03-08,30,7.1
6118,0.596755,3800000,0,Phenomena,116,Horror,1985-01-31,57,6.6
6119,0.587272999999999,25000000,96773200,The Jewel of the Nile,106,Action,1985-12-04,135,6.1
6120,0.555541,25000000,0,Lifeforce,116,Action,1985-06-20,49,5.8
6121,0.536718,900000,2023414,Re-Animator,86,Science Fiction,1985-10-18,98,6.9
6122,0.5129,9000000,20518905,Porky's Revenge,92,Comedy,1985-03-22,21,4.4
6123,0.500115,0,0,The Man with One Red Shoe,90,Action,1985-07-18,29,5.2
6124,0.497699,0,13000000,Real Genius,106,Comedy,1985-08-07,56,6.8
6125,0.487412,0,0,The Sure Thing,100,Comedy,1985-03-01,32,6.5
6126,0.480534,0,0,Spies Like Us,102,Comedy,1985-12-06,79,5.8
6127,0.476896,0,0,Death Wish 3,92,Adventure,1985-11-01,27,5.4
6128,0.47593599999999997,0,331816,Private Resort,82,Comedy,1985-05-03,22,5.8
6129,0.458359,4500000,10609321,After Hours,97,Comedy,1985-09-13,98,7.0
6130,0.427104,6000000,40940662,Pee-wee's Big Adventure,90,Adventure,1985-07-26,102,6.5
6131,0.42573500000000003,0,26657534,Prizzi's Honor,124,Romance,1985-06-14,33,6.3
6132,0.420284,0,10297601,Better Off Dead...,97,Comedy,1985-10-11,81,6.9
6133,0.393705,0,0,Death of a Salesman,130,Drama,1985-08-16,13,5.6
6134,0.393399,0,0,Ewoks: The Battle for Endor,100,Fantasy,1985-11-24,32,5.3
6135,0.386036,0,14202899,A Chorus Line,113,Drama,1985-12-10,15,6.6
6136,0.384508,0,0,Cat's Eye,94,Horror,1985-04-12,52,6.0
6137,0.38403699999999996,20000000,45833132,Brewster's Millions,97,Comedy,1985-05-22,55,6.5
6138,0.355653,0,0,Invasion U.S.A.,107,Action,1985-09-27,18,4.5
6139,0.354754,0,12303411,Enemy Mine,108,Drama,1985-12-12,108,6.7
6140,0.184013,26000000,0,Silverado,127,Action,1985-07-10,62,7.1
6141,0.350256,0,0,Alice in Wonderland,187,Fantasy,1985-12-09,13,6.2
6142,0.343246,0,0,The Protector,91,Action,1985-07-11,17,5.6
6143,1.042351,0,0,Teen Wolf,91,Comedy,1985-08-23,136,6.3
6144,0.334805,0,0,Kiss of the Spider Woman,120,Drama,1985-07-26,15,5.5
6145,0.32868200000000003,0,0,Silver Bullet,95,Horror,1985-10-11,43,5.6
6146,0.32766999999999996,0,37803872,St. Elmo's Fire,110,Drama,1985-06-28,62,5.7
6147,0.32265,0,0,Fandango,91,Comedy,1985-01-25,12,6.6
6148,0.072899,3000000,0,Crimewave,83,Comedy,1985-09-19,10,5.4
6149,0.31762199999999996,0,8800000,Gotcha!,101,Action,1985-05-03,19,6.4
6150,0.30898200000000003,945000,0,Loose Screws,92,Comedy,1985-07-19,10,5.3
6151,0.284856,18000000,0,Young Sherlock Holmes,109,Action,1985-12-04,85,6.4
6152,0.28084699999999996,5000000,27400000,Desperately Seeking Susan,104,Drama,1985-03-29,38,6.2
6153,0.278621,0,24689703,Summer Rental,87,Comedy,1985-08-09,18,7.1
6154,0.273731,6500000,0,Flesh + Blood,126,Adventure,1985-08-30,29,5.6
6155,0.261832,0,8692426,Mischief,93,Comedy,1985-02-08,10,6.2
6156,0.252673999999999,9000000,7936012,Runaway Train,111,Action,1985-11-15,48,6.6
6157,0.25197600000000003,0,2135577,The Journey of Natty Gann,101,Adventure,1985-09-25,13,6.2
6158,0.22413000000000002,0,0,Volunteers,107,Comedy,1985-08-16,17,5.1
6159,0.23389200000000002,0,0,The Falcon and the Snowman,132,Thriller,1985-01-25,14,6.3
6160,0.322151,0,42160849,White Nights,136,Drama,1985-11-22,10,5.8
6161,0.229931,25000000,11137801,Return to Oz,113,Adventure,1985-06-21,50,6.0
6162,0.09958,0,0,Transylvania 6-5000,93,Comedy,1985-11-08,12,4.4
6163,0.22565,0,4122748,My Science Project,94,Comedy,1985-08-09,20,5.6
6164,0.349429,15000000,0,Jagged Edge,108,Mystery,1985-10-04,27,6.6
6165,0.214009,5000000,502758,Mishima: A Life in Four Chapters,121,Drama,1985-05-15,11,6.3
6166,0.213085,0,0,Howling II: Stirba - Werewolf Bitch,91,Thriller,1985-08-28,16,4.7
6167,0.211695,0,14393902,Remo Williams: The Adventure Begins...,121,Comedy,1985-10-11,21,5.8
6168,0.208914,3200000,10000000,Once Bitten,94,Horror,1985-11-15,32,5.5
6169,0.207447,0,1400000,American Flyers,113,Drama,1985-08-16,15,5.3
6170,0.194912,0,0,Anne of Green Gables,199,Drama,1985-12-01,36,7.9
6171,0.183801,0,17307019,To Live and Die in L.A.,116,Action,1985-11-01,45,6.8
6172,0.592905,10000000,25754284,The Last Dragon,108,Action,1985-03-22,31,6.8
6173,0.175287,1700000,0,The Stuff,93,Horror,1985-06-14,31,5.7
6174,0.160125,0,0,Girls Just Want to Have Fun,87,Comedy,1985-04-12,24,5.8
6175,0.150168,25000000,9873044,Explorers,109,Adventure,1985-07-12,77,6.1
6176,0.147489,0,0,Shoah,566,Documentary,1985-11-01,16,8.3
6177,0.20499,24000000,0,Year of the Dragon,134,Action,1985-08-16,29,6.4
6178,0.135989,19000000,12918858,Perfect,115,Drama,1985-06-07,13,4.3
6179,0.132713,114,6700000,Into the Night,115,Comedy,1985-02-15,24,6.1
6180,0.22119499999999997,11500000,0,Just One of the Guys,100,Comedy,1985-04-26,28,6.1
6181,6.500000000000001e-05,0,0,"North and South, Book I",561,Drama,1985-11-03,17,6.0
6182,0.390167,0,8622757,Secret Admirer,90,Comedy,1985-06-14,12,6.5
6183,0.112015,860000,2451545,My Beautiful Laundrette,97,Drama,1985-09-07,23,6.2
6184,0.11230799999999999,0,0,Scout Toujours,98,Comedy,1985-11-27,14,5.9
6185,0.215817,2410000,10755447,Missing in Action 2: The Beginning,100,Action,1985-03-01,30,5.0
6186,0.092747,0,0,The Legend of Billie Jean,96,Action,1985-05-25,15,7.1
6187,0.09260800000000001,0,0,The Care Bears Movie,77,Adventure,1985-03-23,17,5.6
6188,0.069492,0,0,A Zed & Two Noughts,115,Comedy,1985-10-04,10,5.5
6189,0.047123000000000005,0,0,Vision Quest,105,Drama,1985-02-15,12,5.8
6190,5.939927,150000000,895921036,Harry Potter and the Goblet of Fire,157,Adventure,2005-11-05,3406,7.3
6191,5.400826,150000000,374218673,Batman Begins,140,Action,2005-06-14,4914,7.3
6192,3.6287260000000003,180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,Adventure,2005-12-07,1402,6.5
6193,3.6171059999999997,54000000,132511035,V for Vendetta,132,Action,2005-12-11,2670,7.6
6194,3.520836,40000000,158733820,Sin City,124,Action,2005-03-31,1691,7.1
6195,3.508379,150000000,474968763,Charlie and the Chocolate Factory,115,Adventure,2005-07-09,1826,6.5
6196,3.4575370000000003,113000000,850000000,Star Wars: Episode III - Revenge of the Sith,140,Science Fiction,2005-05-17,2629,7.0
6197,3.087036,50000000,104478416,The Hitchhiker's Guide to the Galaxy,109,Adventure,2005-01-15,780,6.6
6198,2.6233459999999997,126000000,162949164,The Island,136,Action,2005-07-20,1027,6.4
6199,2.444998,75000000,532680671,Madagascar,86,Family,2005-05-25,2107,6.4
6200,2.368513,100000000,330579719,Fantastic Four,106,Action,2005-07-07,1715,5.6
6201,2.26533,100000000,230427240,Constantine,121,Drama,2005-02-15,1049,6.5
6202,2.248624,40000000,285176741,Wedding Crashers,119,Comedy,2005-07-14,795,6.3
6203,2.220063,62000000,52304001,Ã†on Flux,93,Action,2005-11-30,408,5.3
6204,2.07205,56000000,113006880,The Pacifier,95,Action,2005-03-04,493,5.8
6205,1.8447310000000001,132000000,591739379,War of the Worlds,116,Adventure,2005-06-28,1238,5.9
6206,1.8131279999999999,85000000,162242962,Memoirs of a Geisha,145,Drama,2005-12-06,409,7.1
6207,1.78595,26000000,109449237,The 40 Year Old Virgin,116,Comedy,2005-08-11,1236,6.2
6208,1.7663970000000002,150000000,314432665,Chicken Little,81,Animation,2005-11-04,542,5.6
6209,1.7264700000000002,70000000,368100420,Hitch,118,Comedy,2005-02-10,1010,6.3
6210,1.6998220000000002,32000000,85167639,Transporter 2,87,Action,2005-08-02,677,6.1
6211,1.6326379999999898,0,0,Prime,102,Comedy,2005-09-21,139,5.5
6212,1.610259,25000000,122489822,Nanny McPhee,97,Fantasy,2005-10-21,355,6.1
6213,1.592578,130000000,211643158,Kingdom of Heaven,144,Drama,2005-05-03,677,6.4
6214,1.513147,43000000,154749918,Monster-in-Law,101,Comedy,2005-05-13,240,5.7
6215,1.508329,207000000,550000000,King Kong,187,Adventure,2005-12-14,1289,6.4
6216,1.497085,53000000,95226116,Be Cool,118,Comedy,2005-03-04,170,5.3
6217,1.496807,50000000,44434439,Into the Blue,110,Action,2005-09-30,289,5.9
6218,1.4808540000000001,28000000,121147947,Pride & Prejudice,128,Drama,2005-09-16,749,7.6
6219,1.4756040000000001,14000000,178043761,Brokeback Mountain,134,Drama,2005-09-02,780,7.2
6220,1.464718,75000000,260696994,Robots,91,Animation,2005-03-11,858,5.9
6221,1.444028,0,0,Kronk's New Groove,72,Animation,2005-12-05,136,5.9
6222,1.4055879999999898,87000000,71073932,xXx: State of the Union,101,Action,2005-04-27,292,4.8
6223,1.351718,25000000,39053061,The Sisterhood of the Traveling Pants,119,Drama,2005-06-01,195,6.3
6224,1.330824,110000000,478207520,Mr. & Mrs. Smith,120,Action,2005-06-07,1750,6.5
6225,1.316576,0,3154346,Hooligans,109,Drama,2005-09-09,384,7.0
6226,1.310993,75000000,142400065,The Legend of Zorro,129,Action,2005-10-24,592,5.8
6227,1.274645,42000000,24127895,Lord of War,122,Crime,2005-09-16,822,6.9
6228,1.273393,65000000,64321501,Zathura: A Space Adventure,101,Family,2005-11-06,389,5.9
6229,1.270018,43000000,56681566,Elektra,97,Action,2005-01-13,329,5.0
6230,1.266058,0,161451538,The Ring Two,110,Drama,2005-03-17,279,5.2
6231,1.265401,40000000,117195061,Corpse Bride,77,Romance,2005-09-09,1022,7.0
6232,1.212451,30000000,192452832,The Curse of the Were-Rabbit,85,Adventure,2005-09-04,373,6.6
6233,1.210683,70000000,88933562,Rumor Has It...,97,Comedy,2005-12-23,181,5.2
6234,1.203532,2200000,0,Lie with Me,93,Drama,2005-09-10,36,5.0
6235,1.200307,29000000,21126225,The Jacket,103,Drama,2005-03-04,219,6.6
6236,1.148377,72000000,96889998,Jarhead,125,Drama,2005-11-04,448,6.4
6237,1.14217099999999,0,0,The Descent,99,Adventure,2005-07-08,551,6.8
6238,1.110148,39000000,38869464,Serenity,119,Science Fiction,2005-08-25,814,7.3
6239,1.107734,4000000,152925093,Saw II,92,Horror,2005-10-28,617,6.2
6240,1.1028360000000001,58000000,102854431,Just Like Heaven,95,Comedy,2005-09-16,304,6.5
6241,1.094959,50000000,66002004,Herbie Fully Loaded,101,Comedy,2005-06-18,294,5.2
6242,1.08379,57000000,52034889,Elizabethtown,123,Comedy,2005-09-03,192,6.0
6243,1.08107999999999,0,0,Lilo & Stitch 2: Stitch has a Glitch,68,Animation,2005-01-29,133,6.4
6244,1.0754270000000001,45000000,92374674,Four Brothers,109,Action,2005-08-11,379,6.6
6245,1.056592,4800000,80578934,Hostel,94,Horror,2005-01-06,448,5.7
6246,1.05364,15000000,15785148,Kiss Kiss Bang Bang,103,Action,2005-02-12,527,7.1
6247,1.053307,88000000,108539911,Cinderella Man,144,Romance,2005-06-02,370,7.0
6248,1.051177,15000000,85306374,Match Point,124,Drama,2005-05-12,620,7.1
6249,1.048193,15000000,51053787,Hoodwinked!,80,Animation,2005-12-16,288,6.0
6250,1.045798,25000000,122644820,Hide and Seek,101,Horror,2005-01-27,240,6.2
6251,1.014707,85000000,131426169,Bewitched,102,Comedy,2005-06-21,262,4.9
6252,1.013787,0,83073883,In Her Shoes,130,Comedy,2005-10-07,272,5.9
6253,1.01068,10000000,0,American Pie Presents: Band Camp,94,Comedy,2005-10-30,307,5.2
6254,1.001465,60000000,55987321,Doom,100,Action,2005-10-20,321,4.9
6255,0.9851639999999999,0,50817508,Just Friends,96,Comedy,2005-11-23,248,5.7
6256,0.982784,60000000,129181830,Cheaper by the Dozen 2,94,Adventure,2005-12-21,285,5.8
6257,0.9568469999999999,30000000,50451307,Fever Pitch,103,Comedy,2005-04-06,112,5.7
